id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score
212,Oartu59,"[4, 2, 1, 3]",35.08,Working with Spreadsheets and Data,53.76,16.49
213,Twmmo66,"[7, 8, 6, 6, 4, 6, 8, 6, 8, 5, 9, 8, 7, 10, 8, 10, 8, 7, 8, 7]",75.67,Finalizing and Submitting Work,18.1,64.89
214,Mxxlv65,"[7, 7, 5, 8, 5, 4, 8]",73.96,Testing,32.26,64.52
215,Qziil69,"[8, 10, 10, 8, 8, 9, 7, 10, 9, 6, 9, 7, 5, 9]",81.87,Reviewing and Providing Feedback,16.99,80.52
216,Eldkv76,"[10, 10, 10, 8, 9, 10, 9, 10, 9, 9, 10, 9, 10, 8, 9, 7, 4, 9]",87.57,Testing,16.28,89.73
217,Ofier14,"[7, 6, 7]",64.21,Task Assignment and Scheduling,35.75,51.26
218,Ktzmq16,"[7, 8, 7, 6, 6, 9, 6]",75.29,Documentation,17.76,71.43
219,Vkpnv27,"[10, 8, 10, 8, 8]",83.49,Reviewing and Providing Feedback,28.78,76.65
220,Dqmbt46,"[4, 2, 5, 3, 4]",44.8,Creating Content and Visuals,48.19,20.2
221,Rofav36,"[7, 1, 2, 5, 4, 6, 7, 5, 4, 2, 5, 4, 2, 4]",47.86,Sending Emails and Communication,47.62,23.52
222,Fbzlt63,"[6, 8, 5, 6, 8, 5, 6, 6, 7, 3, 7, 6, 5, 3]",55.27,Task Assignment and Scheduling,35.34,45.94
223,Oxquc96,"[3, 4, 3, 4, 3, 2, 8, 3, 3, 2, 1]",39.77,Task Assignment and Scheduling,58.9,5.13
224,Jtzta87,"[10, 10, 8, 9, 8]",83.21,Sending Emails and Communication,9.03,81.08
225,Lcvmc76,"[4, 3, 5, 2, 1, 7, 5, 5, 3, 2, 1, 2, 4, 6, 3]",37.36,Creating Content and Visuals,45.58,14.15
226,Mpbnz42,"[4, 7, 4, 8, 4, 5, 6, 8, 4, 5, 7, 8, 3, 8, 4, 6]",54.43,Conducting Research,37.49,42.49
227,Ifxux18,"[9, 8, 8, 8, 7, 6, 9, 7, 7, 6, 6, 4, 9, 7, 8, 9]",72.79,Programming,26.78,64.72
228,Yxwgi13,"[6, 9, 7, 7, 8, 9, 7, 6, 7]",70.31,Sending Emails and Communication,25.26,67.19
229,Ieaun64,"[6, 5, 4, 5, 6, 4, 5, 5, 5, 8]",68.89,Testing,39.64,54.48
230,Tqqgz53,"[8, 9, 5, 7, 8, 7, 4, 8, 10, 9, 8, 7, 8, 6, 7, 7, 7, 9]",76.15,Creating Content and Visuals,21.53,67.56
231,Wzvhd71,"[3, 2, 3, 5, 5, 5, 4]",37.64,Task Assignment and Scheduling,60.53,22.07
232,Mrhfp88,"[3, 3, 2]",42.19,Conducting Research,50.08,13.29
233,Xmuem62,"[3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 3, 2]",43.05,Reviewing and Providing Feedback,47.82,16.22
234,Jueeq31,"[6, 4, 3]",38.57,Testing,46.72,11.37
235,Mbmva74,"[6, 10, 10, 10, 9, 7, 8, 9, 8, 10, 7, 10, 7, 9, 8, 8]",92.19,Programming,1.67,93.22
236,Izong38,"[7, 7, 9]",60.46,Finalizing and Submitting Work,35.16,57.48
237,Ajeoq62,"[3, 4, 4, 6, 7, 5, 6, 5, 5, 5, 5, 4, 7, 5]",50.58,Reviewing and Providing Feedback,38.43,24.33
238,Wbypb93,"[6, 6, 8, 6, 10]",65.47,Conducting Research,34.32,51.23
239,Sdkzv19,"[8, 10, 9]",82.17,Documentation,25.62,78.45
240,Waorw87,"[4, 4, 1, 1, 5, 2, 2, 3, 1, 3]",35.06,Translation,50.42,2.69
241,Lbioz25,"[6, 6, 8, 4, 5, 7, 6, 4, 7, 4, 3, 7, 5, 4, 3, 5]",61.79,Conducting Research,38.44,42.34
242,Wprvv83,"[5, 6, 4, 5, 2, 6, 7, 3, 4, 2, 4, 6, 0, 4, 7]",55.44,Programming,46.65,32.37
243,Tkgci40,"[8, 5, 6, 6, 5]",57.35,Working with Spreadsheets and Data,40.4,44.73
244,Uksas71,"[6, 5, 3, 7, 6, 5, 9, 6, 6, 5, 3, 7, 6, 7]",65.23,Translation,29.29,54.14
245,Qugit82,"[9, 8, 10, 9, 9, 6, 6, 7, 5, 7, 8, 7, 8, 8, 9, 9]",79.56,Reviewing and Providing Feedback,18.87,74.62
246,Zyvdd60,"[8, 7, 9, 5]",84.23,Reviewing and Providing Feedback,13.06,82.89
247,Gmvbf55,"[1, 3, 5, 4, 6, 4, 3, 3, 2, 3, 5, 2, 1]",35.74,Finalizing and Submitting Work,51.6,14.83
248,Bzyqw49,"[8, 7, 5, 7, 6, 5, 7]",74.45,Testing,26.71,62.44
249,Ysajr36,"[7, 7, 8, 7, 4, 8, 7, 7, 7, 9, 6, 7, 7, 7, 6, 4]",72.07,Programming,26.76,66.23
250,Xtdej83,"[6, 7, 4, 6]",62.63,Conducting Research,28.8,49.36
251,Doasy74,"[8, 10, 10, 9]",96.78,Testing,9.97,93.42
252,Fefla64,"[8, 8, 5, 8, 7]",68.49,Reviewing and Providing Feedback,18.36,65.21
253,Ntbee66,"[1, 2, 5, 3, 3, 0, 4, 2, 2, 2, 5, 3, 1]",36.11,Programming,54.5,6.75
254,Ntfax41,"[3, 3, 4, 5, 0, 2, 1, 3, 4, 5, 2, 4, 3, 4, 1, 3, 3, 3]",38.06,Finalizing and Submitting Work,55.34,8.96
255,Pobow73,"[6, 3, 6, 6, 5, 4, 5, 7, 7, 9, 7, 4, 4, 7, 8, 5, 7, 7]",55.96,Task Assignment and Scheduling,39.53,36.97
256,Ikuge85,"[4, 3, 3, 3, 5, 4, 6, 4, 3, 0, 2, 2, 4, 4, 2, 0, 2, 3, 3]",35.35,Finalizing and Submitting Work,53.03,5.47
257,Rcsol73,"[2, 4, 5, 3, 2, 2, 3, 1, 4, 3, 6, 2, 4, 1, 3, 4, 6]",38.94,Programming,47.62,11.61
258,Ufciz24,"[4, 2, 5, 2, 3, 4, 4, 5]",32.79,Translation,43.59,11.99
259,Bajrs87,"[4, 4, 6, 2, 4, 0, 4, 0]",39.57,Finalizing and Submitting Work,45.67,17.83
260,Djxsu12,"[3, 1, 6, 1, 1, 3, 1, 5, 3]",36.22,Documentation,50.84,4.41
261,Nswjg56,"[0, 5, 3, 4]",50.14,Programming,47.38,27.2
262,Abtwt92,"[9, 8, 6, 7, 7, 8, 8, 7, 8, 8, 7, 10, 8, 8]",85.27,Creating Content and Visuals,12.79,83.42
263,Nqkyg26,"[9, 8, 9, 9, 7, 8]",87.55,Translation,13.69,80.84
264,Yrvqh12,"[8, 7, 9, 10]",95.94,Reviewing and Providing Feedback,5.38,99.0
265,Budlu40,"[5, 6, 7, 5, 8, 5, 5, 6, 6, 6]",69.98,Creating Content and Visuals,19.72,64.06
266,Mnhjx27,"[6, 7, 4, 9, 5, 6, 4, 8, 6, 8, 6, 7, 7, 9]",73.54,Creating Content and Visuals,30.22,69.04
267,Uvyaa39,"[6, 7, 7, 9, 4, 5, 5, 4, 6, 6, 5, 6, 4]",61.91,Programming,28.7,47.17
268,Rheyq20,"[9, 4, 8, 5, 8, 6, 7, 8, 6, 8]",72.8,Working with Spreadsheets and Data,28.7,64.78
269,Gyjxs74,"[5, 7, 6, 8, 6, 6, 5, 5, 7, 7, 9, 6]",74.38,Translation,34.09,61.17
270,Jzzhm78,"[3, 3, 4, 1, 1, 5, 2, 1, 1, 3, 2, 4, 3, 0, 5, 3, 2]",39.82,Conducting Research,67.22,6.61
271,Oppzx72,"[1, 4, 6, 7, 6]",50.09,Task Assignment and Scheduling,42.38,31.13
272,Snmsr28,"[10, 6, 9, 7, 6, 8, 7, 10, 10, 10, 7, 8, 10, 7, 7]",78.83,Translation,17.83,73.81
273,Jergm58,"[10, 7, 9, 7, 8, 9, 5, 9, 9, 10, 7, 8, 9, 7, 8, 10]",77.64,Working with Spreadsheets and Data,10.36,80.35
274,Cbnkt79,"[6, 6, 7, 5, 7, 5, 9, 7, 9, 8, 7, 8, 6, 7]",63.88,Sending Emails and Communication,26.51,57.67
275,Llpfu25,"[9, 7, 10, 9, 8, 9, 10, 9, 10, 8, 10, 10, 7]",98.1,Testing,5.4,97.33
276,Njiaf54,"[7, 8, 7, 6, 6, 5, 6, 7]",70.97,Task Assignment and Scheduling,18.63,71.38
277,Rhmdo56,"[4, 4, 6]",34.84,Task Assignment and Scheduling,50.99,7.61
278,Xmayo63,"[7, 6, 6, 8, 7, 4, 7, 7, 5, 4, 6, 9, 7, 8, 6]",68.13,Task Assignment and Scheduling,31.6,62.17
279,Ubfrb60,"[6, 8, 7, 5, 5, 8, 7, 7, 7, 5, 6, 7, 5, 7, 4]",65.12,Reviewing and Providing Feedback,28.44,47.85
280,Azjpf45,"[5, 5, 3, 3, 6, 6, 5, 6, 5, 4]",49.42,Task Assignment and Scheduling,48.87,25.48
281,Mwkug22,"[7, 9, 8, 7]",75.57,Documentation,26.1,70.54
282,Vgmww73,"[7, 5, 6, 5, 8, 7, 5, 4, 6, 6, 6, 6, 6, 8, 6, 6, 6]",65.51,Reviewing and Providing Feedback,33.73,50.31
283,Byepy70,"[6, 9, 6, 7, 7, 7, 10, 6, 4, 7]",71.93,Programming,30.84,54.68
284,Yfizo31,"[8, 5, 6, 5, 8, 5, 8, 4, 7, 7, 7, 4, 7, 8, 4, 5, 5, 7, 5]",58.47,Conducting Research,40.8,46.19
285,Qywts73,"[3, 2, 5, 3, 6, 4]",37.77,Working with Spreadsheets and Data,47.54,7.51
286,Ydusm35,"[9, 9, 9, 7, 8, 6, 9, 9, 8, 9, 8, 9, 8, 10, 6, 8, 9, 9]",76.4,Task Assignment and Scheduling,27.15,68.29
287,Sssrl33,"[6, 5, 3, 6, 7, 5, 6, 4]",68.29,Documentation,30.45,49.19
288,Wfevn26,"[7, 10, 7, 6, 9, 9]",91.42,Testing,10.61,88.33
289,Gmegm41,"[9, 10, 8, 9, 8, 7, 9, 8, 8, 9, 8, 10, 10, 9, 10, 9, 9, 10, 9, 9]",91.63,Testing,5.34,98.61
290,Uupzp31,"[9, 7, 7, 8, 8, 10, 7, 6, 9, 10, 9, 8]",87.04,Programming,8.82,93.13
291,Pmyzs66,"[3, 5, 2, 7]",57.44,Conducting Research,37.32,43.08
292,Ktznh60,"[9, 7, 5, 8, 9, 9, 5, 7, 6, 5]",79.33,Programming,23.88,68.44
293,Ufqwj16,"[3, 2, 2, 3, 3, 3, 2, 6, 1]",37.45,Programming,49.05,7.14
294,Kkayv84,"[8, 8, 7]",70.05,Reviewing and Providing Feedback,24.66,63.33
295,Xrnkf73,"[5, 6, 7, 2, 6, 4, 5]",54.92,Reviewing and Providing Feedback,35.94,31.79
296,Hvvuq70,"[8, 5, 3]",68.1,Conducting Research,31.57,58.48
297,Pdztv12,"[9, 5, 3, 7, 6, 6, 5, 6, 6, 5, 3]",60.45,Sending Emails and Communication,39.32,45.77
298,Lvqnr30,"[4, 5, 4, 5, 2, 6, 0, 2, 4, 6]",41.81,Sending Emails and Communication,54.66,13.38
299,Tctyl49,"[6, 8, 8, 8, 5, 7, 8, 9, 5, 8, 9, 8, 4, 10, 8, 8, 8, 9]",78.19,Reviewing and Providing Feedback,16.72,71.12
300,Uzqpo57,"[5, 5, 6]",57.43,Documentation,35.81,45.01
301,Ghslb56,"[5, 5, 5, 5, 6, 7, 6, 6, 6, 4, 6, 5, 4, 3, 4, 5, 7, 4]",50.84,Translation,45.13,38.89
302,Wsruc83,"[4, 3, 4, 2, 3, 1, 4, 1, 2]",38.05,Task Assignment and Scheduling,58.77,6.43
303,Nszou97,"[6, 4, 2, 4, 4, 9, 4, 6, 4]",61.91,Creating Content and Visuals,41.11,40.64
304,Lzdyv85,"[5, 4, 5, 6, 5, 5, 4, 4, 3, 2, 3, 6, 7, 5, 5, 3, 7, 4]",51.85,Task Assignment and Scheduling,43.1,31.3
305,Umqco45,"[8, 6, 5, 7]",73.93,Task Assignment and Scheduling,23.88,68.72
306,Foodj52,"[8, 8, 9, 6, 7, 10, 10, 9, 9, 10, 8, 10, 8, 10, 10, 9, 10, 9]",91.8,Sending Emails and Communication,4.45,97.51
307,Cdvzw79,"[9, 5, 7, 9, 10]",81.17,Testing,17.94,81.24
308,Sauzh39,"[6, 8, 6, 9, 6, 7, 8, 9]",66.46,Reviewing and Providing Feedback,24.53,59.06
309,Zkufg42,"[2, 5, 8, 5, 7, 4, 5, 3, 5, 5, 7, 5, 3, 4, 7, 7]",56.18,Conducting Research,36.86,37.73
310,Ddtvr64,"[8, 5, 8, 6, 9, 7, 7, 9, 8, 7, 7, 8, 8, 10, 6]",71.9,Documentation,29.54,69.98
311,Ltzzg20,"[5, 10, 10, 8, 6, 6, 9, 8, 8, 6, 9, 7, 7, 9, 7, 10, 6, 6, 8, 10]",86.21,Conducting Research,6.03,84.04
312,Pcrvw80,"[6, 3, 6, 3, 3, 6, 5, 5, 8, 7, 6, 6]",61.73,Task Assignment and Scheduling,37.95,40.83
313,Wdztf17,"[7, 4, 8, 6, 7, 4, 6, 4]",65.16,Translation,38.86,49.15
314,Slsam19,"[9, 7, 6]",87.65,Task Assignment and Scheduling,16.04,83.71
315,Caiad96,"[5, 2, 6, 4, 0, 3, 3, 5]",41.38,Testing,55.82,21.16
316,Pyuvd53,"[8, 10, 8, 8]",87.49,Working with Spreadsheets and Data,3.89,87.52
317,Btznr67,"[6, 5, 7, 3, 6, 7, 5, 4, 7, 7, 6, 8]",60.76,Conducting Research,28.07,49.89
318,Ntqyk85,"[6, 7, 6]",60.32,Conducting Research,44.94,38.65
319,Oloxo43,"[6, 10, 9, 7, 9, 8, 8, 7, 9, 6, 10, 8, 7, 5, 6, 8, 8, 9, 9, 6]",75.72,Creating Content and Visuals,23.4,75.9
320,Pwwqr29,"[9, 10, 10, 6, 10, 10, 10, 9, 9, 9, 7, 7, 6, 8, 7, 10, 10, 10]",88.98,Task Assignment and Scheduling,22.76,85.86
321,Rmetb32,"[8, 9, 9]",83.51,Reviewing and Providing Feedback,17.83,89.99
322,Zpmoo23,"[7, 6, 7, 6, 8, 6, 6, 6, 8, 8, 6, 4, 3, 8, 9, 5, 5, 7]",65.26,Sending Emails and Communication,36.71,53.01
323,Rbgle24,"[4, 5, 4, 1, 2, 5]",41.95,Task Assignment and Scheduling,41.99,15.05
324,Xirro75,"[10, 8, 9, 10, 8, 8, 10, 10, 9, 10]",93.51,Programming,7.68,95.65
325,Ifwwj98,"[4, 6, 6, 3, 3, 3, 4, 5, 3, 6, 4, 3, 6, 0, 4, 6, 4, 5, 4, 4]",51.07,Translation,45.33,25.62
326,Syude87,"[6, 7, 8, 7, 9, 9, 5, 4, 7, 7, 7, 8, 3, 7, 6, 5, 5, 7, 8]",77.77,Sending Emails and Communication,27.03,68.46
327,Qazgy97,"[9, 9, 6, 10, 7]",79.03,Sending Emails and Communication,14.67,78.25
328,Zobnh27,"[6, 5, 4, 8, 6, 6, 9]",70.74,Finalizing and Submitting Work,30.05,56.61
329,Uscjn40,"[10, 7, 9]",83.94,Testing,15.74,85.03
330,Wrbfv11,"[3, 3, 2, 6, 3, 6, 4]",37.09,Finalizing and Submitting Work,48.31,7.14
331,Ftffw34,"[9, 2, 5, 6, 8, 4, 5, 6, 9, 8, 8, 10, 8, 8, 9, 7, 6, 6]",76.54,Finalizing and Submitting Work,13.22,70.52
332,Vhqwi60,"[8, 8, 9, 8, 5, 10, 5, 7, 9, 6, 7]",68.33,Working with Spreadsheets and Data,26.86,64.2
333,Ipuwp48,"[7, 9, 7, 9, 10, 6, 7, 10, 9, 9, 9, 9]",78.71,Reviewing and Providing Feedback,15.05,82.11
334,Xltju39,"[8, 5, 6]",64.51,Translation,30.46,48.54
335,Augqv93,"[8, 10, 10, 8, 9, 10, 10, 10, 9, 8, 6, 9, 8, 9]",83.13,Reviewing and Providing Feedback,16.03,86.64
336,Fnfjp23,"[8, 9, 8, 6, 7, 4, 6, 8, 7, 7, 7, 4, 6, 5, 6, 6, 6]",71.62,Translation,27.02,59.13
337,Zxbju37,"[8, 8, 10, 10, 6, 8, 10, 9, 10, 10, 10, 6, 9, 10, 10, 10, 9]",96.14,Reviewing and Providing Feedback,16.94,97.78
338,Qvnec72,"[8, 5, 4, 5, 7, 6, 6, 7, 4, 6, 3, 5, 4, 6, 6, 8]",59.54,Testing,31.04,46.12
339,Btlud73,"[5, 3, 1, 0, 3, 1, 4, 5, 2]",33.63,Testing,56.31,4.84
340,Ifumb35,"[9, 4, 5, 4, 6, 4, 5, 5, 2, 7, 3]",44.41,Creating Content and Visuals,40.42,24.58
341,Atozz92,"[7, 6, 5, 4, 4, 7, 5, 4, 4, 4, 7, 6, 5]",56.7,Translation,40.73,47.06
342,Qurxb42,"[3, 6, 5, 3, 8, 6, 9, 5, 5, 8]",73.52,Reviewing and Providing Feedback,25.01,62.17
343,Jnkkp38,"[4, 3, 2, 7]",32.62,Documentation,57.91,9.04
344,Vgewb84,"[8, 9, 8, 6, 7, 9, 8, 6, 8, 9, 7, 10, 9, 7, 7, 7, 9, 7, 7]",78.65,Finalizing and Submitting Work,22.75,75.35
345,Bvwhb62,"[7, 8, 6, 10, 9, 6, 6, 9, 7, 7, 10, 7, 8, 10, 7]",80.1,Testing,24.56,72.29
346,Tpkkg61,"[3, 3, 8, 7]",60.55,Sending Emails and Communication,38.8,42.51
347,Iafuf88,"[5, 9, 3, 7, 8, 4, 5, 5, 5, 4]",52.55,Programming,37.52,40.81
348,Aizbv73,"[9, 9, 9, 9, 10, 7, 9, 9, 8, 9]",84.49,Testing,3.99,93.06
349,Vhrnr25,"[8, 7, 7, 10, 10, 8, 10, 7, 9, 10, 10, 10, 9, 8, 9, 9, 9]",83.35,Sending Emails and Communication,11.6,85.51
350,Aslll50,"[10, 9, 6, 8, 6, 9, 8, 9]",86.39,Translation,5.15,84.52
351,Plzay74,"[2, 7, 6, 3, 5, 6, 8, 7, 3, 3, 2, 6, 2, 6, 1, 3]",56.89,Sending Emails and Communication,44.25,37.22
352,Agvvx83,"[7, 7, 10, 7, 9, 7, 9]",81.75,Sending Emails and Communication,15.0,74.95
353,Qbcgt44,"[4, 5, 4, 2, 4, 4, 4, 4, 2, 2, 3, 4, 1, 4, 2, 7, 3, 5]",47.8,Conducting Research,52.6,22.08
354,Npcip99,"[5, 1, 3, 3, 1]",50.67,Translation,49.38,27.51
355,Kmdxn36,"[4, 7, 3]",48.98,Working with Spreadsheets and Data,35.35,20.42
356,Fhzvg22,"[6, 3, 1, 3, 0, 3]",29.51,Sending Emails and Communication,61.54,1.65
357,Skinu70,"[6, 7, 7, 7, 9, 8, 7, 8, 9, 7, 10, 5, 7, 10, 6, 7, 7, 7]",80.91,Sending Emails and Communication,14.35,83.86
358,Skepr29,"[5, 4, 3, 5, 2]",54.06,Testing,40.44,31.41
359,Zdtdx96,"[6, 4, 7, 6, 10, 7, 8, 6, 5, 6, 5, 4, 6, 4, 5, 5, 5, 5, 4]",59.55,Conducting Research,42.45,52.1
360,Jyjaq33,"[10, 9, 8, 9, 10, 9, 10, 10, 10, 9, 7, 8, 7, 10, 9, 8, 10]",91.43,Reviewing and Providing Feedback,5.53,93.03
361,Bhpdk14,"[8, 8, 10, 10, 7, 9, 9, 9, 10, 6, 10, 10, 7, 8, 9, 9, 10, 10, 8]",88.36,Documentation,16.37,94.36
362,Yjxjq58,"[4, 1, 4, 6, 4, 7, 5, 6, 4, 3, 7, 7, 3, 5, 5, 7, 2, 5, 3]",41.67,Finalizing and Submitting Work,47.17,26.71
363,Mggtr78,"[9, 7, 10, 8, 7]",85.19,Programming,1.0,85.79
364,Tffca72,"[8, 10, 4, 5, 5, 8, 8, 6, 5, 6]",69.03,Translation,23.93,52.37
365,Mkvqy13,"[10, 10, 8, 7, 10, 10]",88.27,Task Assignment and Scheduling,18.38,94.61
366,Jrpmc11,"[6, 3, 2, 5, 6]",50.19,Creating Content and Visuals,46.26,31.32
367,Rcdsn24,"[8, 4, 5, 5, 6, 6, 3, 7, 4, 5, 4, 6, 5, 5, 6, 4, 5, 5, 4]",51.82,Task Assignment and Scheduling,39.64,34.44
368,Vbdcu53,"[3, 4, 5, 2, 2, 4, 3, 1, 2, 4, 2, 2, 3, 5, 5, 2, 1, 4]",36.67,Programming,56.04,5.34
369,Miuhu24,"[8, 7, 7, 7, 6, 5, 5, 5, 7, 6, 5, 6, 7]",56.65,Reviewing and Providing Feedback,37.72,43.31
370,Brkui83,"[7, 7, 5, 7, 6, 4, 7, 6]",55.69,Finalizing and Submitting Work,32.72,46.43
371,Bnoha54,"[1, 2, 5, 2, 2, 2, 0]",29.14,Documentation,40.01,8.28
372,Rtbae30,"[5, 2, 5, 3]",44.81,Testing,51.48,15.87
373,Ekura65,"[5, 5, 9, 7, 6, 7, 6, 7]",67.4,Sending Emails and Communication,28.43,57.12
374,Giqkq97,"[3, 7, 2, 5, 6, 6, 4, 5, 4, 5, 4, 3, 2, 2, 4, 4]",41.39,Working with Spreadsheets and Data,45.73,16.84
375,Vmsji64,"[8, 7, 10, 7, 9, 8, 9, 9, 9, 9, 7, 7, 10, 8]",85.88,Translation,20.08,86.21
376,Pgqts46,"[7, 10, 10, 10, 7, 10, 9, 9]",96.57,Testing,14.68,92.92
377,Rijpg75,"[3, 5, 7, 6, 7, 7, 5, 6, 3, 5, 4, 5, 4, 5, 6]",52.15,Finalizing and Submitting Work,38.88,31.07
378,Zzylv59,"[7, 9, 8, 9, 6, 5, 7, 7, 10, 6]",75.36,Testing,22.96,66.25
379,Cvsyp30,"[8, 4, 3, 4, 8, 8, 7, 5, 5]",59.2,Conducting Research,32.25,52.84
380,Hwmyg17,"[2, 5, 2, 1, 3, 2, 2, 3]",31.57,Translation,56.75,8.18
381,Fhqhq12,"[6, 6, 6, 5, 5, 5]",62.77,Finalizing and Submitting Work,24.63,56.4
382,Ikevu19,"[3, 9, 8, 10, 9, 7, 9, 8, 8, 10, 7]",74.34,Programming,20.91,72.78
383,Atohb72,"[5, 5, 1, 1]",38.82,Working with Spreadsheets and Data,53.15,12.15
384,Fnpsh43,"[3, 7, 6, 5, 8, 7, 8, 6]",67.79,Creating Content and Visuals,26.9,48.03
385,Nabhs89,"[7, 8, 10, 9, 8, 10, 9, 10, 9, 10, 9]",97.33,Translation,6.29,95.51
386,Oongz82,"[6, 6, 6, 7, 6]",56.88,Programming,32.69,46.89
387,Vpeyx70,"[5, 8, 6, 10, 8, 7, 10, 8, 7, 10, 6, 6, 5, 9, 10, 7, 5, 10, 8, 6]",87.16,Working with Spreadsheets and Data,3.51,87.2
388,Ghefp88,"[3, 3, 4, 5, 4, 2, 1, 4, 3, 4, 5, 3, 1]",46.56,Programming,52.93,16.91
389,Tugei89,"[4, 2, 3, 2, 4, 0, 2, 2, 5, 1, 3, 3, 1, 4, 2, 3, 2, 3, 4]",36.51,Documentation,57.16,7.01
390,Bjskd80,"[9, 8, 10, 10, 8, 9, 10, 9, 9, 10]",83.55,Translation,5.2,85.05
391,Hntbd50,"[4, 5, 3, 4, 3, 1, 4, 4, 3, 2, 2, 2, 3, 3, 2]",35.24,Programming,54.93,9.02
392,Ctxwv58,"[7, 8, 10, 6, 7, 6]",78.65,Sending Emails and Communication,19.99,72.78
393,Criwb28,"[7, 6, 4, 5, 3]",51.64,Testing,42.49,31.48
394,Mipyw84,"[8, 6, 5, 6, 6, 2]",50.03,Working with Spreadsheets and Data,33.89,32.97
395,Dijaw52,"[6, 7, 7, 5, 6, 6, 5, 9, 5, 6, 6, 7, 9, 7, 6, 5, 6]",73.0,Sending Emails and Communication,31.3,60.42
396,Exweq22,"[5, 7, 6, 5, 4, 8, 6, 10, 8, 5, 7, 6, 6, 6, 8, 7, 6, 7, 4, 5]",68.47,Conducting Research,33.76,56.46
397,Xgvpq21,"[5, 1, 1, 4, 0, 2, 4, 3, 3, 3, 5, 1, 0, 2, 2, 3]",32.81,Sending Emails and Communication,56.19,7.76
398,Mpfrp15,"[7, 8, 9, 8, 8, 6, 7, 7, 5, 7, 7, 10, 9, 9, 6, 5, 6, 7, 10, 7]",77.72,Reviewing and Providing Feedback,28.45,67.97
399,Whpkx70,"[7, 8, 7, 8, 9, 6, 8, 8, 7, 10, 10, 9]",72.97,Working with Spreadsheets and Data,23.06,68.94
400,Tuycc43,"[6, 9, 8, 8, 5, 7, 5]",71.85,Reviewing and Providing Feedback,15.74,66.55
401,Ikami44,"[7, 4, 9, 7, 6, 5, 7, 8, 6, 5, 8, 8, 5, 5, 7, 5]",60.78,Conducting Research,32.49,47.87
402,Bpztl39,"[6, 5, 5, 7, 3, 4, 6, 9, 6, 6, 8, 8, 6, 6, 7, 6, 5, 6, 6, 3]",60.71,Programming,38.02,54.69
403,Xmuxz63,"[2, 5, 7, 6, 6, 5, 3, 5, 5, 3, 4, 5, 6, 5, 7, 3, 4, 7, 6]",49.8,Working with Spreadsheets and Data,42.85,33.87
404,Pxorl22,"[7, 7, 8, 10, 6, 6]",73.85,Translation,18.38,69.66
405,Qxsko39,"[7, 5, 6, 7, 6, 4, 8, 5, 7, 5, 7, 9, 7]",64.03,Programming,37.7,45.01
406,Lefec79,"[4, 2, 5, 4, 2, 5, 4, 5, 3, 2, 4, 1, 2, 4, 3, 2, 2, 4]",39.04,Working with Spreadsheets and Data,58.97,7.53
407,Bftzw33,"[7, 5, 4, 6, 6, 6, 9]",64.22,Documentation,31.5,52.46
408,Nqaxs17,"[5, 4, 5, 3, 3, 5, 6, 5, 4, 4, 5, 4, 3]",52.99,Working with Spreadsheets and Data,45.53,33.26
409,Maqrr68,"[7, 4, 5, 8, 7, 6, 7, 7, 7, 6, 5, 6, 5, 7, 9, 9, 8]",62.61,Creating Content and Visuals,36.08,57.53
410,Ekgqs43,"[4, 2, 6, 5, 4]",40.61,Documentation,59.6,15.45
411,Nazmk59,"[5, 6, 6, 9, 6, 6, 6, 8, 7, 7, 9, 7]",72.02,Programming,17.87,62.46
412,Rwhuc48,"[8, 8, 9, 10, 10, 10, 9, 10, 8, 7, 10, 10, 8, 9]",94.88,Finalizing and Submitting Work,16.97,92.09
413,Ckrjq98,"[1, 3, 4, 3, 6, 4, 0, 4, 4, 3, 3, 1, 5, 3, 2, 3]",45.62,Finalizing and Submitting Work,50.84,16.88
414,Eruys18,"[7, 6, 6, 4, 7, 4, 10, 2, 7, 6, 5, 5, 6, 6, 4]",66.85,Finalizing and Submitting Work,22.58,56.36
415,Wtwue16,"[7, 7, 6, 9, 6, 6, 6]",70.5,Working with Spreadsheets and Data,28.53,56.19
416,Inpnq22,"[4, 2, 6, 6, 5]",53.14,Reviewing and Providing Feedback,38.83,37.87
417,Nfelt21,"[5, 5, 6]",59.69,Task Assignment and Scheduling,40.34,49.68
418,Kmaqd99,"[2, 5, 5, 1, 3, 2, 6]",38.93,Translation,58.58,7.04
419,Cbfdt75,"[10, 8, 5]",78.74,Sending Emails and Communication,18.94,75.21
420,Bibia44,"[6, 10, 9, 8, 8, 8, 6, 10, 8, 10]",95.77,Documentation,10.82,97.67
421,Ucdan50,"[2, 5, 2, 7, 6, 4, 4, 4, 4, 4, 3, 1, 2, 4, 2, 3, 3]",35.99,Finalizing and Submitting Work,51.94,16.89
422,Pusmz11,"[6, 9, 8, 9, 8, 8, 9, 10, 9]",86.92,Reviewing and Providing Feedback,23.33,82.56
423,Nqlgz63,"[0, 1, 1, 4, 6, 3, 4, 0, 3, 3, 4, 7, 2, 3, 3, 2, 3, 3, 3, 1]",28.71,Conducting Research,61.09,4.69
424,Fhudh61,"[5, 6, 4, 2, 5, 5, 3, 3, 6, 8, 2, 4, 2, 7]",49.07,Finalizing and Submitting Work,49.1,30.69
425,Olhoh50,"[9, 6, 6, 6, 6, 5, 10, 6, 5]",68.7,Testing,24.49,61.73
